source,target,score
KIT,LRRFIP2,0.08007517
EPN2,HERC2,0.080074854
EED,HIF1AN,0.080074474
ARID2,MKRN3,0.08007387
NALF1,ASAP2,0.08007377
PPP2R2C,COPA,0.08007336
ANKFY1,SPART,0.080073096
GOLGA2,SH3GL3,0.08007203
MUL1,RELCH,0.080071375
TTLL5,SLC8A3,0.08007128
CARD8,CRPPA,0.08007052
GTF2H2C,ANO4,0.08007
UBE2B,ACTR1A,0.08006994
ASTN1,TMEM241,0.08006993
LUC7L3,PTAR1,0.080068894
ZRSR2,GRIN1,0.08006869
FGD6,SLC46A3,0.080068685
TARS3,QSOX1,0.08006765
RLF,PDE4B,0.08006748
MAPKAPK2,C19ORF12,0.08006703
GAD1,ABHD6,0.080066
SLC22A23,MED24,0.08006591
ATXN2,SEC22B,0.08006581
RPS6KA2,VAV3,0.08006568
MAST4,KYAT3,0.08006535
GAS7,MBOAT2,0.08006496
DNASE1L1,KLC1,0.08006487
GRID1,THAP2,0.08006472
KIF1B,GTPBP4,0.080064185
UBE2H,COPG1,0.080063924
AP3D1,TRIT1,0.08006389
IQSEC2,LRRC28,0.08006381
NXN,JDP2,0.08006212
TTC3,AK3,0.08006195
LYPLAL1,AAK1,0.080061145
GIPC2,ZSCAN25,0.08006022
ANKRD18B,VGLL4,0.08005979
ZER1,CLPTM1,0.0800594
MYO9A,DCLK2,0.08005895
MYLIP,TRA2A,0.080058455
PPM1A,MDM2,0.080058314
MYO5A,ASXL2,0.080058135
SPATA6,HIKESHI,0.08005783
GREB1,MBIP,0.08005775
NGLY1,VPS35,0.080057465
ADAMTS19,LRCH3,0.08005705
LRRK1,KCNAB1,0.080056526
SYT17,UVSSA,0.080055416
GPC5,KANSL1,0.08005469
CLASP1,ORAI3,0.08005441
FAF2,NOMO3,0.08005438
SETX,CAMK2N1,0.08005392
MAP3K13,NETO1,0.08005182
THOC6,RHBDD1,0.08005113
ANKRD10,PRUNE2,0.08005062
IPO11,RC3H1,0.08005013
FRMPD4,SCRN1,0.08004995
SLC24A4,ATP8A1,0.08004988
KIF3B,MAP3K5,0.08004953
BLTP1,USP54,0.080047846
DIXDC1,AFAP1,0.08004729
GABBR2,ACADM,0.08004715
SYVN1,RFX1,0.08004712
MAN1A2,PPP6R3,0.080046676
KIAA1671,TMBIM1,0.08004586
TFDP2,CEP104,0.080045186
BTF3L4,TPD52,0.08004492
WLS,NSF,0.08004408
STRN4,FAM13C,0.08004343
POLI,CBX6,0.080043234
NCOA1,SGK1,0.08004189
MED12L,ADGRL2,0.08004182
ANKRD30BL,ASB13,0.08004144
TNRC6A,PFKFB2,0.08004057
USP54,SAMD8,0.080040045
PRICKLE2,IDS,0.080039985
INSYN2B,DYNLT2,0.08003953
KALRN,SFXN5,0.08003915
DPP6,SAMD4A,0.08003881
SSH2,CRY2,0.08003769
EIF2B3,TBC1D22A,0.08003767
TMEM132D,WRNIP1,0.08003734
PNPLA7,IP6K1,0.08003701
FRY,PTPN11,0.08003677
CIT,ABLIM1,0.08003519
ENSG00000285245,MARVELD1,0.08003464
ENOSF1,FUZ,0.080034144
STK11,FAM149A,0.08003404
ARHGAP26,KYAT3,0.08003206
MAP4,RNF11,0.08003201
ENSG00000260371,MSH3,0.08003166
COG2,CDR2L,0.08003148
NRXN1,BIN3,0.08003063
NCKAP5,PANK2,0.08003063
POC1A,CXORF38,0.0800303
DIPK2A,SYNPR,0.08003018
ACER3,MET,0.080030054
NAV1,UBR5,0.08002984
AQP7B,NPFFR1,0.08002897
MAPK14,WDR33,0.080028765
HTT,DNM1,0.08002774
ETFDH,MTURN,0.0800262
STXBP1,ZBBX,0.080025814
BRAF,METTL6,0.0800253
SLC25A40,TEAD1,0.080025084
GRIN2B,OSBPL11,0.080025084
CDH12,PNISR,0.08002504
ZC3H6,PRKAG2,0.08002498
MTSS1,KYAT3,0.080023654
THOC2,ABR,0.08002333
SSH1,ABCB8,0.080023184
NASP,PEX11B,0.080023184
AOPEP,GTF2H3,0.08002241
DOCK1,GCN1,0.08002208
RICTOR,PEX26,0.080021374
AFF4,SIAH2,0.080021165
CNTN2,GPR180,0.08001969
ASPA,OTUD7B,0.08001938
NBDY,EDA2R,0.08001935
SLC35D2,KHDRBS1,0.08001904
PPP2R2B,MERTK,0.08001854
VWC2,ABHD6,0.0800184
FRA10AC1,IGSF8,0.08001825
ADD1,OSBPL11,0.08001708
CDK8,EIPR1,0.080015436
BTBD7,ENSG00000273748,0.080015294
GRIA2,ARHGEF26,0.080015115
SERPINE2,PLPBP,0.08001507
CUX2,LRRC28,0.08001495
DIP2A,COP1,0.08001349
DIP2C,AP3B1,0.08001263
KIF13A,SPDYE16,0.0800123
PIK3R1,EMC7,0.080012016
ROBO1,APP,0.08001191
MALSU1,MERTK,0.08001127
SCRN1,GALNT18,0.08001051
CUL4A,POLE2,0.08000927
PDZRN4,ZEB1,0.080009244
ZNF778,BOD1,0.08000916
RAB28,IMMP2L,0.080009036
ARID1B,PLD5P1,0.08000868
USP47,ENDOV,0.08000819
CDH9,CDHR3,0.08000789
RTN4RL1,CAP2,0.08000773
PREPL,PTPN11,0.0800058
UBASH3B,RSPO2,0.08000578
ABCC1,MYO15B,0.08000534
PCDH11Y,PGM1,0.08000467
CEP170,MRTFB,0.0800034
TEFM,NAA30,0.08000338
GBE1,LDLRAD3,0.080003195
ADARB2,THAP2,0.08000306
GABRB1,YY1AP1,0.08000291
MICAL2,JOSD1,0.08000228
VPS13B,CMIP,0.08000103
NME9,SLC25A37,0.080000326
NINJ2,LPIN1,0.07999989
TEN1,RAPGEF4,0.07999933
PRKACB,IQSEC1,0.07999768
MBNL1,TIAM1,0.079997234
PHF21A,CDK19,0.07999616
VCP,ASB13,0.07999586
LGR5,SLC9A9,0.0799958
GOLM2,ATIC,0.07999525
HDAC9,CCDC7,0.07999467
SUMF1,QSOX1,0.07999464
C4ORF47,ISCA2,0.079994544
HSD17B12,WHRN,0.07999417
WDR89,ANKRD17,0.07999408
SLC25A53,GABRA1,0.079993695
TMEM117,PCLO,0.079993315
ZNF383,CTR9,0.07999289
CUL5,NUDT3,0.079992406
SLC24A3,DTWD1,0.079992205
KIAA2026,AK5,0.07999183
ARHGAP21,UNC80,0.079991154
SCAF8,WNT2B,0.079990886
CSRNP3,SNX6,0.0799908
BBS2,SLC4A1AP,0.079990745
ZFAND3,MYRF,0.07998974
EIF4E3,CDS2,0.07998974
GABBR2,CDR2,0.079989456
LARGE1,CHN1,0.07998927
SETD4,GLDN,0.07998902
GTF2H1,XPC,0.07998874
MPPE1,OGFRL1,0.07998815
USP33,PSAT1,0.079987176
RCN2,ABTB3,0.07998682
CIT,GPLD1,0.07998607
ST6GALNAC3,CRTAP,0.07998598
ANKIB1,SPOCK1,0.079985306
ENPP2,CHM,0.079983965
LINC01547,PHF20L1,0.07998375
CDH8,ESYT2,0.079982676
RAPGEF2,UBR1,0.07998208
KCND3,RBM33,0.07998063
OTUD4,PSEN1,0.07998024
GAD1,WDR70,0.07997966
RNF167,PEX6,0.07997956
SEC16A,TTF1,0.07997872
OSBPL9,BEND7,0.07997842
EPB41,RYBP,0.0799777
C17ORF114,TAOK3,0.07997769
ZZZ3,SEPTIN8,0.079977416
GLCCI1,ENOSF1,0.07997712
CRNKL1,USP54,0.07997627
SLC39A12,CRY2,0.079975314
PI4K2A,TTC7A,0.07997522
ASXL2,WBP2,0.07997454
PRR16,LARS1,0.079973966
EMID1,RPL7L1,0.079973504
CPLANE1,GPLD1,0.07997345
HABP4,KDM6A,0.07997343
SFXN4,CYREN,0.07997277
SERINC5,RNPC3,0.07997234
FAM13A,ADHFE1,0.07997144
ARID4A,RASA1,0.07997123
GABRB3,EVI5,0.07997085
PATJ,GCC2,0.07997025
ST6GALNAC3,EFR3A,0.079969704
SLC6A1,VPS54,0.07996866
SNAP91,SRPK2,0.079968624
LCNL1,MED6,0.079968415
NRCAM,ZNF93,0.079967566
EIF4G3,SGK1,0.07996614
C9ORF72,AGO2,0.07996566
LRRC37A3,ATPAF2,0.07996393
RYBP,QSOX1,0.07996336
LRCH3,MYO6,0.07996235
ANKRD16,RIMS1,0.07996001
DAAM2,VGLL4,0.07995988
CEP290,PUS7L,0.07995959
PSTK,CRTAP,0.079958685
ENDOD1,FIG4,0.079958655
ZNF280D,COBL,0.07995735
PRKCA,S100PBP,0.07995734
PPP6R3,VTI1A,0.07995642
SNRNP40,CFDP1,0.079956405
INVS,DAAM1,0.079956286
SERINC3,RETREG3,0.07995578
ARHGEF7,RSBN1,0.07995569
ANKH,LRFN5,0.07995393
SKA2,RC3H1,0.079953566
CCDC57,SCAI,0.07995293
ATXN2,PSTPIP2,0.07995238
EEFSEC,ABLIM1,0.07995223
DPM1,POGZ,0.07995201
ENAH,CLSTN1,0.07995149
BECN1,CRYZ,0.07995125
MRPS2,DIP2A,0.07995108
CNKSR2,WSB2,0.07995091
TENM1,EIPR1,0.07995088
AGAP4,TBC1D15,0.0799502
ATG4B,MKNK2,0.07994999
CCSER1,NSRP1,0.07994995
DPYSL2,EMC7,0.07994979
TMEM41B,FANCE,0.07994918
NRXN3,ESYT2,0.0799482
C11ORF24,PDLIM5,0.07994794
XPO1,AFDN,0.0799479
ANO4,CRTAP,0.079947
CLIP1,NCOA2,0.07994688
NTAQ1,MSH3,0.07994636
ANKRD36,LSM6,0.07994622
MED27,CUL1,0.079945795
ICA1,GPATCH2,0.07994571
NRCAM,FBXL4,0.079944365
MBP,ARFIP2,0.07994426
CRISPLD1,MVP,0.07994409
CBFA2T2,MYO10,0.079944074
INPP5B,ABHD6,0.07994377
TANC1,FOXN3,0.07994277
TMTC2,QSOX1,0.07994143
CHRM3,TM9SF3,0.07994089
SUPT3H,SMIM19,0.07994048
C9ORF85,CRTAP,0.07993934
BCAS1,SEC24B,0.07993889
TIMP2,SLC24A4,0.07993778
PHACTR3,ABHD17B,0.07993778
CDH2,SLC24A2,0.07993744
CDC34,KIAA0319L,0.07993703
ATXN1,CRY2,0.0799368
TRAF3IP1,BMAL1,0.07993629
AP3S1,PGM1,0.07993614
ALS2,ABHD6,0.07993596
ENC1,RNF121,0.079935946
PHC3,CREB5,0.079935834
RFNG,GPR108,0.079935655
DVL3,PEF1,0.07993422
DIPK1A,SECISBP2,0.07993325
NPC1,TUBD1,0.07993308
TNIK,GAN,0.07993226
STK33,ELP3,0.079932146
ZNF708,TADA3,0.079931915
NAPG,MAPK8IP3,0.07993088
SAFB,GMEB1,0.07993054
NPIPA2,CIBAR1,0.07993018
GSE1,AIG1,0.07992855
KCTD16,CPNE3,0.0799282
PAK1IP1,LRRC28,0.07992802
PIGX,RABGAP1L,0.07992584
ESS2,NOMO1,0.07992565
DOHH,GRB2,0.07992499
RNF24,ZNF26,0.07992446
JADE2,RBM39,0.07992371
MMP16,AAK1,0.07992319
MMAB,NCSTN,0.07992274
RANBP2,FER,0.07992213
NFE2L1,MBD4,0.079921946
CPNE8,SMIM8,0.079921566
FAM185A,MGAT4C,0.079921536
MTM1,PDLIM5,0.079920225
GRIK2,ARHGEF7,0.079919554
INAFM1,LONP1,0.079918906
USP54,INTU,0.079918735
AGBL1,CHTF8,0.07991821
C16ORF87,SPRY4,0.07991806
ZNF365,HIVEP1,0.07991799
YAE1,TF,0.07991787
OSBPL6,TAF15,0.07991777
PPP1R9A,SLC7A6,0.07991736
STXBP5L,ETFDH,0.0799172
AGA,DUSP16,0.07991681
BCLAF1,UBE2H,0.07991674
GSE1,RPP40,0.07991608
ABCC1,LINC02210-CRHR1,0.079915114
RAB21,ZKSCAN2,0.07991249
MTMR3,CACNG5,0.07991246
GANC,SLBP,0.07991236
SORCS1,SEMA3E,0.07991175
HINT3,TRMT1L,0.07991166
SMYD3,ABHD3,0.07991139
EXT1,APP,0.07991113
DOCK4,ZNRF3,0.07991042
ZZZ3,SLC44A1,0.07991035
EIF5A2,RAB4A,0.07991018
PDE7B,PUM2,0.079909734
EXT1,ESYT2,0.07990939
TMEM106B,FASTKD1,0.079909004
ELAC2,BNIP1,0.079908974
CHST11,PPP2R2A,0.07990894
NSMCE4A,DOCK1,0.079908244
PTPRD,RB1CC1,0.079908036
LAPTM4B,SH2B1,0.079907686
ENSG00000167807,ATG4C,0.07990667
SGO1,TRIM37,0.079906225
BCAR3,TCF7L2,0.07990613
ZMYND8,RNF8,0.0799058
TMEM132C,CNNM2,0.07990239
NDUFAF5,SMPDL3A,0.07990202
FNBP4,ABHD14A-ACY1,0.0799016
VPS41,CARS1,0.0799016
DEK,CWF19L1,0.07990044
WLS,METTL13,0.07990036
IFI16,LRRC37A2,0.079900175
ANKRD44,VPS11,0.079900086
FAM200A,PHLDB1,0.079899795
OSBPL8,CACNA2D3,0.07989891
INPP5A,FA2H,0.079898745
UTP4,CLIP4,0.07989872
ADGRB3,PRMT7,0.0798986
ERBIN,RNF19A,0.079897
PAN3,KCMF1,0.07989656
MTPAP,MITD1,0.0798961
EPS8L2,DAZAP1,0.07989553
AFF4,ESYT2,0.079895
CYP7B1,MPHOSPH8,0.07989434
PACS2,SEPTIN7,0.079893924
ZNF385D,TAF1D,0.079893544
ITPA,ACTR1B,0.07989352
HIF1A,BTBD9,0.07989237
CHRM3,TMX4,0.07989221
ARHGAP26,PRPF8,0.07989133
RBBP8,RTN4,0.07989079
TSPAN14,ATXN10,0.07989064
AP1S3,CAMTA1,0.07989042
PDE1C,NSUN4,0.079888724
TRMT61B,PTPRJ,0.079888694
FUT8,KIAA1755,0.07988859
LRRC3B,SPATA6,0.0798874
SLC8A1,B3GALNT2,0.0798874
TPRG1,SRGAP2,0.07988651
TRPM3,RPS6KA5,0.07988512
TENM4,ITFG1,0.07988509
PIGL,RBM10,0.07988503
KLHL13,PPWD1,0.07988501
APBA2,OSGEP,0.07988491
HDAC4,TMEM165,0.07988381
MED15,GRIA2,0.07988373
ANKH,OPRD1,0.07988257
TFEB,ISCA1,0.079882525
FBXO34,KANSL1,0.07988234
HS3ST5,FBXW11,0.0798821
NXPH1,TOPBP1,0.07988181
PLEK,SH2D2A,0.07988169
TMF1,USP16,0.07988111
KPNB1,MYH15,0.079879865
EMC9,TAB2,0.079879366
RTKN,CCDC15,0.07987929
LDLRAD3,STK38L,0.07987862
GSR,RPL7L1,0.079878464
KCNQ5,RIC3,0.07987751
BMP6,USP34,0.079877235
MYO16,ESYT2,0.079877
FTO,STAT5B,0.07987692
PRKCE,KDM2A,0.07987686
CDK8,SRRM4,0.07987658
TNPO1,SAMD12,0.07987636
DHX8,ANO10,0.07987613
SRRM3,BMAL1,0.07987558
CNNM2,NCAPD3,0.07987546
FRMD4B,RERE,0.079874724
PCDH7,OLA1,0.07987458
MON2,TSG101,0.07987302
WDR4,FUT10,0.07987224
ARID2,COG5,0.079872064
LMTK2,SUSD4,0.07987196
DIP2A,RASGEF1C,0.079871856
PACS1,PGP,0.07987166
NTN1,MINDY2,0.0798715
PPP2R2B,ANKRD16,0.0798705
MBIP,IGF1R,0.079870015
PPA2,ATXN7L1,0.079869576
TUT4,BCL6,0.079869516
WDR70,GGA2,0.07986919
METAP1,PPP1R12A,0.07986868
ARHGAP26,ASTN1,0.07986859
TMCO1,ADD1,0.07986841
PRB2,NCAM1,0.079868264
WIPF2,CLASP1,0.07986806
FARSA,FAM98A,0.07986765
NECAB1,SMAP1,0.07986762
MRTFB,BCAS3,0.079867534
KIAA1671,TRIM8,0.07986583
LRRC42,UTP4,0.07986532
ATL3,APTX,0.079865314
ALG13,ZFAND3,0.07986501
MYO5B,UGT8,0.079864055
KIAA2026,SCRN1,0.07986364
RABL2A,HECTD4,0.07986286
CLU,USP40,0.079862684
KSR2,CPSF6,0.079862244
ULK2,SEPTIN11,0.07986167
VSNL1,STAT5B,0.07986126
TOMM70,TOR1AIP1,0.07986102
ALDH1L1,BBS4,0.079861
SMYD2,FAM172A,0.07986087
TRIM2,IFT52,0.0798604
BMERB1,ATPAF2,0.07986019
ATR,RNF114,0.07986003
LZTS3,MCMBP,0.0798579
PRKDC,ASXL2,0.07985782
PRR14,TWF1,0.079857126
EIF2AK4,USP33,0.079856925
MINK1,CLTC,0.07985688
CDKL5,ST8SIA4,0.07985612
ZFYVE16,ZMYND8,0.07985559
ARNT2,GPLD1,0.07985524
IL1RAPL2,SHLD1,0.079855144
NRIP3,MYT1L,0.07985514
ACTR1B,FBN1,0.07985415
C2CD6,RNF168,0.079852864
ANP32A,OSBPL11,0.07985169
MCTP1,MANBA,0.07985153
TRHDE,CIZ1,0.07985136
NPC1,BCL2L11,0.07985119
TJAP1,FNBP1,0.07985086
EXOC6B,TBCK,0.07985025
TMEM121,EIF2AK4,0.0798488
FAM219A,ZNF93,0.0798487
SH3GL3,EMC7,0.07984842
MSH6,NFE2L2,0.079847924
GALNT7,DDX60,0.079847686
WIPI1,SH3BP5,0.07984706
EMC10,SLC4A8,0.079846196
PPP2R2B,EPHA4,0.07984606
SSH2,FDFT1,0.07984596
GRM5,RABL2A,0.079844594
FOXM1,CCDC82,0.079844184
FBXL17,RABL3,0.07984384
TMEM167B,ZNF569,0.07984345
EPC2,ATP6V0D1,0.07984318
CYFIP1,GAR1,0.07984308
CCDC174,COPS3,0.07984223
PPP1R15B,METTL21A,0.07984128
ADAR,HSPA9,0.079841234
CPM,GIT2,0.079838425
ARID4B,RAB3GAP2,0.079837605
ZNF827,PAMR1,0.07983736
STRBP,WDR89,0.07983673
LRFN5,KPNA1,0.07983654
XRCC4,CREBZF,0.079836525
RGS12,MTSS1,0.07983607
NELL1,DNAJC11,0.07983497
SPG11,PDS5B,0.079834856
MGAT4A,TLR2,0.07983477
SLC39A11,MTURN,0.07983444
PALS1,PIN1,0.07983363
SERF1A,POC1B,0.07983304
SCMH1,JAKMIP1,0.07983248
SENP7,TMEM8B,0.079832315
GALNT18,CBR4,0.079831354
LPGAT1,NPAS3,0.07983088
LIMCH1,SHOC2,0.07983046
PLCL1,CLASP2,0.079830326
AFF1,ERGIC2,0.07982941
RABGAP1L,ZNF738,0.07982927
PAK3,ABHD2,0.07982828
ADNP,SLC31A2,0.07982772
MEIS1,PPFIBP2,0.079827406
TTC27,SRPK2,0.0798272
MTUS2,AAGAB,0.07982698
EXOSC6,DCLRE1A,0.07982693
NXN,INPP5D,0.07982662
NALCN,SLC7A6,0.079826586
TULP4,ZMYM5,0.07982626
TMEM144,ARL6IP6,0.07982521
ANKRD36,INPP5B,0.0798248
NCKAP5,DHX30,0.07982441
HECA,ATL1,0.07982401
NGDN,NUS1,0.07982383
GALNT2,ACOT7,0.07982328
ATG7,ACSL4,0.079823226
GALNT17,PLGRKT,0.07982286
STXBP5L,PISD,0.07982264
AUNIP,TMEM132D,0.079821244
TANC2,SIDT1,0.07982102
DUS3L,MAP7,0.07982026
CPLANE1,CCM2,0.079820186
CNTN1,HACD2,0.07981899
SENP7,MFN1,0.079818435
CDC42BPA,CAMK2N1,0.07981797
C10ORF90,POLR2B,0.079817876
NALCN,SH3RF1,0.079817034
RIPOR1,PSMA1,0.079816945
SWI5,DPYD,0.07981664
FBXO9,PPWD1,0.07981575
EMC2,ACTR1A,0.079815276
NAIP,TBXAS1,0.07981302
GNAI1,PPM1H,0.079812236
PEMT,SMOX,0.07981212
GRM3,ARHGAP32,0.07981197
PTPRB,ABCB8,0.07981195
CHMP2B,RSRP1,0.07981151
KCNN2,ABCB8,0.079810694
NOP56,DGCR2,0.07980982
AGAP3,EIF2AK4,0.07980907
TRAPPC9,EDIL3,0.07980854
DAXX,COQ4,0.07980744
RORA,ZMAT3,0.07980737
PDZD2,APPL2,0.07980683
CDH20,ZNF704,0.07980682
SYT16,RNMT,0.079806484
CDC27,B3GNTL1,0.07980599
SRRM3,ESYT2,0.079805985
SLX4IP,INTS7,0.07980589
PPP2R5C,FLOT1,0.079804055
GLUD1,XRN2,0.079803966
APP,KCNS3,0.07980362
MAN1C1,OSBPL11,0.0798027
TMEM178B,H6PD,0.079801984
GOLPH3,CNTNAP1,0.07980152
CMSS1,PCED1B,0.07980136
CSGALNACT1,BLNK,0.07980036
SLC35E3,MAML3,0.07980033
NCALD,CRB1,0.07979954
MRPS35,DOCK1,0.07979939
RFX3,KPNA4,0.0797987
PTK2B,MLH3,0.07979859
PSMG4,CYB561,0.07979738
HYCC2,WDR7,0.079797246
C12ORF76,STK4,0.07979712
GABRA1,CSAD,0.0797969
USP53,BRMS1L,0.07979679
ATP8B3,SPSB2,0.079796374
CBLN2,CRY2,0.07979464
WDR20,TUBGCP2,0.07979461
GTF2H3,CAMK4,0.079794474
FMN1,SGK1,0.079794355
PNISR,PUM2,0.07979321
PRKCA,ZNF519,0.07979303
GANC,TIMM23B,0.07979218
SYT1,HK1,0.079790235
NEGR1,GOT1,0.07979012
HGSNAT,ARID4B,0.07978994
TBXAS1,CCDC88A,0.07978972
SLC1A1,PIP5K1A,0.07978917
SLC1A3,SIAE,0.07978893
CDH20,YWHAQ,0.07978876
TMX1,RNPC3,0.07978874
ELF2,GNAI1,0.07978844
DIMT1,PAK4,0.07978773
VOPP1,S100Z,0.07978772
TRANK1,RPF2,0.07978686
NBPF20,EIF4G1,0.07978668
ATR,ASTE1,0.07978633
RABGAP1L,PCED1B,0.07978622
PIK3R5,CELF2,0.07978558
VPS53,ZNF519,0.07978491
ARGLU1,STAG2,0.07978434
KIF2A,SUCLG1,0.07978426
WBP2NL,CNKSR2,0.07978384
CUEDC1,MRPL22,0.07978329
STK25,U2SURP,0.07978312
DDX19B,COX18,0.07978281
NDST3,EML6,0.07978272
ZNF160,ZNF432,0.0797824
RSU1,CYFIP2,0.07978236
ZW10,RTTN,0.07978229
ADK,FAM120C,0.079782225
MBD5,ESYT2,0.07978215
RPGRIP1L,GPI,0.07978173
MPRIP,TRHDE,0.07978172
SPARCL1,DUSP3,0.07978057
CNTN4,CNTN3,0.07978021
FMN2,THAP2,0.079779595
DDX10,CATSPER2,0.07977959
FCF1,CLMN,0.07977938
BNIP1,RBM25,0.07977876
CCDC91,IP6K1,0.07977866
PKNOX2,TMEM117,0.07977794
MACROD2,HOMER1,0.07977703
CAMK2A,MDN1,0.07977692
RALGAPA1,HOOK2,0.07977591
CTH,ACER3,0.07977175
TYK2,ARSB,0.07977145
CTPS2,SLC31A2,0.079771146
TRRAP,QSOX1,0.079770796
SUMF1,ADAT1,0.07977056
HBP1,ID3,0.07976985
PTPRK,ATAD1,0.07976937
PAK4,VPS37C,0.07976903
RBFOX1,RCOR3,0.079768844
GPM6B,FAM135A,0.07976788
FGFR1OP2,ZFAND3,0.07976645
FAM98A,OGA,0.079766
LHPP,RBFOX3,0.079765834
CDH1,SETD5,0.079765715
CLASP2,PCCB,0.07976555
ABI2,CNTN4,0.079765216
UMAD1,ANK1,0.079765104
SERINC5,THNSL2,0.079764806
ZNHIT6,ATP8A1,0.079764135
DPP6,UBL3,0.07976389
ATXN1,PATJ,0.07976271
TIMM23B,CREB3L2,0.079761945
SGCZ,BCAS1,0.07976134
ESRRG,GOLM2,0.07976102
UBAP2,SKIC8,0.079760574
TBC1D19,RAB1A,0.07976051
PTK2B,FMN1,0.07976038
ARG2,SORT1,0.079760306
VPS13C,EPS15,0.0797601
ERMARD,ANP32A,0.07975971
USP46,PSPH,0.07975971
SLC20A2,SLC6A1,0.079759516
NELL1,CMSS1,0.07975891
TSHZ2,COMMD1,0.079758614
WWOX,TBX18,0.07975846
CEP95,CAPZA1,0.079756625
TCF4,KCNJ6,0.079756156
NADK2,KANSL1L,0.0797557
COA1,MRPS9,0.079755545
FBXW2,ACYP1,0.07975547
KATNAL2,HECA,0.079755105
DAB1,NMD3,0.0797549
GABBR2,USP33,0.07975428
PMM2,GMIP,0.07975391
MVB12B,KDM2B,0.07975387
SCAF8,CCDC88C,0.07975387
GNAO1,MTRR,0.0797532
MARCKSL1,PHLDB1,0.079752974
MYRF,HIPK2,0.0797525
KIAA1328,SHOC2,0.07975108
NCAM2,SAE1,0.079750545
SLC8A1,CHD2,0.079750165
ADD1,HIPK2,0.0797497
HIPK1,ETFDH,0.07974962
HECTD4,NFYC,0.079749465
ADAM19,SFPQ,0.07974821
TCERG1,PCNX2,0.07974705
PIK3R1,GK5,0.07974679
BCAR3,NUS1,0.07974582
MTRF1L,GOLGA4,0.07974573
MAN1A2,PTPRS,0.079745494
SH3GL3,IPO5,0.07974542
UNC5C,SNRPB2,0.079745375
TERF2IP,PSMD5,0.079744376
C3AR1,SORL1,0.07974405
TRABD2A,TRPM3,0.07974382
GLB1,ATPAF2,0.079743214
PCM1,NOSIP,0.079741836
SKIC3,MED12L,0.07974119
CHST6,SIL1,0.079740755
NUP160,GNAO1,0.07974052
ZNF254,AIG1,0.07974042
OPHN1,DIRC3,0.07973998
KCTD3,DAZAP1,0.079739444
SPATA5L1,UBAP2L,0.07973917
PSMG4,STAT5B,0.07973895
MARK3,GPLD1,0.07973888
DYNC1I1,NAA15,0.07973852
FYN,TRAF3IP1,0.07973845
GOLGA4,ATPAF2,0.079738386
MIDEAS,APPL2,0.07973827
ENSA,TBC1D22A,0.07973754
ZDHHC13,TRIM4,0.079737425
SRR,PIR,0.07973725
MYT1L,STX12,0.079736985
AGTPBP1,NDUFB6,0.07973654
UBR5,PTPRE,0.07973641
PCGF5,GPN3,0.0797354
ABHD17B,MALSU1,0.07973484
MRPS35,ACTR1A,0.07973433
TECPR2,DUS1L,0.07973429
DOCK1,CRY2,0.079733275
ACVR1C,TCP11L2,0.0797328
DPH6,ARHGAP26,0.07973229
SPOCK3,TBXAS1,0.07973161
DCLK1,CBR4,0.07973135
PIGF,NR1H3,0.07972995
ARGLU1,ZNF490,0.07972989
TM9SF3,ZNF577,0.07972925
EEPD1,CPM,0.07972831
EIF2A,KLHDC4,0.0797267
CUX1,SIK2,0.07972641
NALF1,PEX5,0.07972588
NBEA,IFT88,0.07972533
ZNF292,CPEB1,0.07972532
NCAM1,MYSM1,0.07972466
INTS2,ZCCHC7,0.07972396
MCF2L2,PUS7L,0.0797232
PCMTD1,CDK11B,0.07972256
EIF2AK4,B4GALT2,0.07972185
DIS3L2,STAT5B,0.07972185
UPF3A,ABCB8,0.07972131
GRAMD1A,VEZF1,0.07972082
CSPP1,BIN1,0.079720646
PDCL,ADSS1,0.07972057
KMT5B,USP14,0.079718724
SPIDR,STRN,0.079718366
ZNF536,MIRLET7BHG,0.07971835
LRBA,PPP1R13L,0.07971815
PELI1,FAR1,0.07971781
CCNYL1,MARCHF1,0.07971727
MYRF,HECTD4,0.079717174
DHX9,MLH3,0.07971692
PRKRIP1,WDR33,0.07971673
SIPA1L2,TMEM67,0.07971563
SLC35E3,CNTN2,0.07971542
EP300,LUZP1,0.07971542
SLC20A2,TRMT13,0.07971499
ABR,SLC23A2,0.079714835
LNPEP,SHMT2,0.07971429
ADARB2,GPATCH8,0.07971396
CYP20A1,RABL3,0.07971389
AUH,MUL1,0.07971326
ZNF292,FERMT1,0.07971312
IPO8,CFAP36,0.079712056
SEMA3E,FHIT,0.079711914
CDYL,PDCD7,0.079711504
DGLUCY,ZNF274,0.07971015
GPATCH3,SYNJ2,0.07971012
CRYL1,PLD1,0.079709746
PLAA,GRID1,0.079708874
IL18BP,ENSG00000283782,0.07970878
UBE2D1,PLAAT3,0.07970875
SLC35F1,CEP76,0.07970858
SOGA1,SAP130,0.079708286
PKP4,SLC35F5,0.07970796
TMEM209,DYNC1LI1,0.07970791
DNAJC13,UBE4B,0.07970778
RBFOX2,TESPA1,0.07970763
SLC24A3,SEM1,0.07970739
FBXO33,LIMD1,0.07970651
NR1D2,CCDC25,0.079705544
BACH2,SLC37A3,0.07970465
PDE4D,TM9SF3,0.079703934
FKBP15,CRTAP,0.07970335
RFX1,ARID4A,0.07970328
PLPP3,ABHD2,0.079701856
TMEM108,THOC1,0.07970185
KCNIP4,BRINP1,0.07970057
